label,linewidth,density,lineheight
0KDBOLIDDA,0.17316,0.35256,0.19306
0KDBOLIDDA,0.1013,0.4809,0.55219
0KDBOLIDDA,0.10649,0.45246,0.4965
0KDBOLIDDA,0.1039,0.59345,0.43902
0KDBOLIDDA,0.1039,0.59536,0.43902
0KDBOLIDDA,0.098124,0.49076,0.47576
0KDBOLIDDA,0.1029,0.50922,0.51399
0KDBOLIDDA,0.1039,0.45584,0.47886
0KDBOLIDDA,0.10173,0.50999,0.52525
0KDBOLIDDA,0.10649,0.42607,0.57386
0KDBOLIDDA,0.10173,0.47864,0.55682
0KDBOLIDDA,0.098124,0.55469,0.49818
0KDBOLIDDA,0.1,0.4726,0.64706
0KDBOLIDDA,0.097403,0.51515,0.53333
0KDBOLIDDA,0.1026,0.44132,0.56229
0KDBOLIDDA,0.10146,0.50796,0.58245
0KDBOLIDDA,0.1013,0.52078,0.57323
0KDBOLIDDA,0.1039,0.42803,0.46503
0KDBOLIDDA,0.10173,0.53409,0.45722
0KDBOLIDDA,0.10519,0.55348,0.42078
0KDBOLIDDA,0.09833,0.54995,0.48209
0KDBOLIDDA,0.10234,0.52276,0.48043
0KDBOLIDDA,0.10132,0.55351,0.47453
0KDBOLIDDA,0.10234,0.55341,0.52341
0KDBOLIDDA,0.095142,0.47689,0.57692
0KDBOLIDDA,0.099415,0.46757,0.53453
0KDBOLIDDA,0.097744,0.50287,0.49802
0KDBOLIDDA,0.10526,0.54025,0.47606
0KDBOLIDDA,0.12848,0.56265,0.44642
0KDBOLIDDA,0.11404,0.47993,0.38225
0KDBOLIDDA,0.10789,0.5451,0.41795
0KDBOLIDDA,0.099415,0.46757,0.53453
0KDBOLIDDA,0.10185,0.54022,0.44108
0KDBOLIDDA,0.097403,0.49099,0.65152
0KDBOLIDDA,0.10575,0.5376,0.55024
0KDBOLIDDA,0.12208,0.53157,0.51173
0KDBOLIDDA,0.099567,0.42243,0.60606
0KDBOLIDDA,0.12338,0.49772,0.63175
0KDBOLIDDA,0.10173,0.46195,0.55682
0KDBOLIDDA,0.11132,0.48935,0.50791
0KDBOLIDDA,0.10227,0.48684,0.45248
0KDBOLIDDA,0.10065,0.50189,0.48295
0KDBOLIDDA,0.10466,0.52882,0.5
0KDBOLIDDA,0.099567,0.42243,0.60606
0KDBOLIDDA,0.11317,0.51417,0.55285
0KDBOLIDDA,0.10153,0.50449,0.50587
0KDBOLIDDA,0.12013,0.5188,0.54242
0KDBOLIDDA,0.1039,0.46349,0.57386
0KDBOLIDDA,0.11688,0.52073,0.541
0KDBOLIDDA,0.10649,0.43687,0.48182
0KDBOLIDDA,0.097993,0.46829,0.57692
0KDBOLIDDA,0.1009,0.4741,0.52545
0KDBOLIDDA,0.1039,0.48864,0.50826
0KDBOLIDDA,0.10552,0.47962,0.43874
0KDBOLIDDA,0.096475,0.54203,0.52727
0KDBOLIDDA,0.1098,0.48026,0.56689
0KDBOLIDDA,0.13514,0.5443,0.63858
0KDBOLIDDA,0.11351,0.47983,0.4733
0KDBOLIDDA,0.10187,0.48571,0.44762
0KDBOLIDDA,0.10291,0.52868,0.43615
0KDBOLIDDA,0.11486,0.29038,0.41071
0KDBOLIDDA,0.10565,0.46664,0.51111
0KDBOLIDDA,0.1027,0.47989,0.61905
0KDBOLIDDA,0.10461,0.56812,0.47187
0KDBOLIDDA,0.10197,0.44765,0.55435
0KDBOLIDDA,0.098684,0.52831,0.46522
0KDBOLIDDA,0.10088,0.55543,0.52685
0KDBOLIDDA,0.10526,0.45606,0.51087
0KDBOLIDDA,0.11447,0.52123,0.41184
0KDBOLIDDA,0.093985,0.51676,0.47453
0KDBOLIDDA,0.11538,0.52981,0.61739
0KDBOLIDDA,0.10819,0.57226,0.49881
0KDBOLIDDA,0.099624,0.48004,0.62876
0KDBOLIDDA,0.11032,0.6045,0.41739
0KDBOLIDDA,0.1039,0.47147,0.45187
0KDBOLIDDA,0.097902,0.55529,0.51278
0KDBOLIDDA,0.1098,0.47972,0.48864
0KDBOLIDDA,0.096475,0.52944,0.72078
0KDBOLIDDA,0.097403,0.50852,0.65152
0KDBOLIDDA,0.099379,0.53816,0.5137
0KDBOLIDDA,0.097403,0.51726,0.53209
0KDBOLIDDA,0.097744,0.56371,0.49616
0KDBOLIDDA,0.10823,0.38636,0.53247
0KDBOLIDDA,0.11039,0.31721,0.40341
0KDBOLIDDA,0.097403,0.50045,0.64876
0KDBOLIDDA,0.12397,0.53575,0.44545
0KDBOLIDDA,0.10526,0.47633,0.51087
0KDBOLIDDA,0.10294,0.45643,0.50371
0KDBOLIDDA,0.11404,0.5256,0.37757
0KDBOLIDDA,0.093117,0.52577,0.52174
0KDBOLIDDA,0.11634,0.50212,0.42707
0KDBOLIDDA,0.089181,0.50114,0.54545
0KDBOLIDDA,0.11294,0.54057,0.44118
0KDBOLIDDA,0.10526,0.53872,0.42285
0KDBOLIDDA,0.099624,0.54073,0.62876
0KDBOLIDDA,0.12679,0.49619,0.39441
0KDBOLIDDA,0.099415,0.48639,0.44928
0KDBOLIDDA,0.1038,0.60688,0.6659
0KDBOLIDDA,0.099415,0.49175,0.53453
0KDBOLIDDA,0.11372,0.52786,0.50296
0KDBOLIDDA,0.087719,0.45761,0.61957
0KDBOLIDDA,0.096711,0.53997,0.45445
0KDBOLIDDA,0.10913,0.5214,0.44513
0KDBOLIDDA,0.097488,0.49832,0.47015
0KDBOLIDDA,0.1062,0.48557,0.51234
0KDBOLIDDA,0.087171,0.43364,0.50114
0KDBOLIDDA,0.12321,0.53873,0.39441
0KDBOLIDDA,0.10272,0.46522,0.49449
0KDBOLIDDA,0.094968,0.55573,0.53594
0KDBOLIDDA,0.11472,0.51186,0.40431
0KDBOLIDDA,0.096903,0.60964,0.63287
0KDBOLIDDA,0.098124,0.52066,0.58264
0KDBOLIDDA,0.09833,0.42829,0.44364
0KDBOLIDDA,0.096104,0.56001,0.48539
0KDBOLIDDA,0.095238,0.47727,0.64394
0KDBOLIDDA,0.1039,0.46165,0.45187
0KDBOLIDDA,0.1044,0.52198,0.47172
0KDBOLIDDA,0.10526,0.48168,0.51087
0KDBOLIDDA,0.095395,0.5015,0.57246
0KDBOLIDDA,0.11278,0.54359,0.40849
0KDBOLIDDA,0.11244,0.52244,0.52174
0KDBOLIDDA,0.096953,0.49784,0.49399
0KDBOLIDDA,0.10362,0.44303,0.48696
0KDBOLIDDA,0.10121,0.48503,0.48024
0KDBOLIDDA,0.098684,0.50483,0.46522
0KDBOLIDDA,0.099415,0.47936,0.53453
0KDBOLIDDA,0.10965,0.48573,0.36673
0KDBOLIDDA,0.1039,0.54494,0.51039
0KDBOLIDDA,0.099567,0.4979,0.54836
0KDBOLIDDA,0.1013,0.45268,0.54377
0KDBOLIDDA,0.096104,0.52448,0.45707
0KDBOLIDDA,0.16234,0.45455,0.49273
0KDBOLIDDA,0.10761,0.54089,0.47727
0KDBOLIDDA,0.10862,0.41694,0.42803
0KDBOLIDDA,0.11039,0.31721,0.40341
0KDBOLIDDA,0.10626,0.51802,0.52955
0KDBOLIDDA,0.10035,0.52898,0.54909
0KDBOLIDDA,0.11169,0.52498,0.45122
0KDBOLIDDA - Bold,0.17949,0.54921,0.65515
0KDBOLIDDA - Bold,0.19071,0.61349,0.66856
0KDBOLIDDA - Bold,0.15256,0.62157,0.65686
0KDBOLIDDA - Bold,0.20513,0.53576,0.84722
0KDBOLIDDA - Bold,0.17308,0.59707,0.76302
0KDBOLIDDA - Bold,0.20513,0.60272,0.90635
0KDBOLIDDA - Bold,0.12937,0.54831,0.72167
0KDBOLIDDA - Bold,0.14744,0.56885,0.64734
0KDBOLIDDA - Bold,0.18376,0.57947,0.61656
0KDBOLIDDA - Bold,0.20192,0.57268,0.75746
0KDBOLIDDA - Bold,0.18132,0.5596,0.6748
0KDBOLIDDA - Bold,0.20673,0.69262,0.83788
0KDBOLIDDA - Bold,0.22821,0.61736,0.73333
0KDBOLIDDA - Bold,0.21795,0.64559,0.73913
0KDBOLIDDA - Bold,0.28632,0.54822,0.71759
0KDBOLIDDA - Bold,0.20055,0.55668,0.57675
0KDBOLIDDA - Bold,0.19744,0.59353,0.63308
0KDBOLIDDA - Bold,0.11538,0.52337,0.61887
0KDBOLIDDA - Bold,0.18132,0.58011,0.70726
0KDBOLIDDA - Bold,0.19872,0.52037,0.58433
0KDBOLIDDA - Bold,0.20798,0.59336,0.64866
0KDBOLIDDA - Bold,0.30952,0.64052,0.71767
0KDBOLIDDA - Bold,0.15152,0.62269,0.67521
0KDBOLIDDA - Bold,0.16728,0.60827,0.63988
0KDBOLIDDA - Bold,0.21266,0.57528,0.71355
0KDBOLIDDA - Bold,0.18392,0.61384,0.59146
0KDBOLIDDA - Bold,0.16371,0.57343,0.67391
0KDBOLIDDA - Bold,0.12658,0.4575,0.65797
0KDBOLIDDA - Bold,0.11392,0.5,0.66919
0KDBOLIDDA - Bold,0.2481,0.5973,0.7276
0KDBOLIDDA - Bold,0.21227,0.68039,0.67165
0KDBOLIDDA - Bold,0.19937,0.68982,0.82681
0KDBOLIDDA - Bold,0.18565,0.60238,0.80072
0KDBOLIDDA - Bold,0.19831,0.64462,0.74092
0KDBOLIDDA - Bold,0.19511,0.62921,0.67337
0KDBOLIDDA - Bold,0.15924,0.58649,0.7154
0KDBOLIDDA - Bold,0.20879,0.66245,0.74806
0KDBOLIDDA - Bold,0.17692,0.56114,0.6862
0KDBOLIDDA - Bold,0.28114,0.63244,0.67847
0KDBOLIDDA - Bold,0.1835,0.51703,0.65944
0KDBOLIDDA - Bold,0.20539,0.61181,0.76927
0KDBOLIDDA - Bold,0.1916,0.59915,0.67929
0KDBOLIDDA - Bold,0.18803,0.51557,0.59891
0KDBOLIDDA - Bold,0.16282,0.51147,0.62442
0KDBOLIDDA - Bold,0.17236,0.60381,0.69401
0KDBOLIDDA - Bold,0.17751,0.59606,0.72532
0KDBOLIDDA - Bold,0.17766,0.62952,0.66247
0KDBOLIDDA - Bold,0.21795,0.68069,0.72074
0KDBOLIDDA - Bold,0.27885,0.57266,0.5991
0KDBOLIDDA - Bold,0.18056,0.65084,0.63113
0KDBOLIDDA - Bold,0.17308,0.59648,0.67361
0KDBOLIDDA - Bold,0.28205,0.53216,0.71377
0KDBOLIDDA - Bold,0.23077,0.63341,0.65963
0KDBOLIDDA - Bold,0.23718,0.58993,0.91071
0KDBOLIDDA - Bold,0.24501,0.68917,0.69913
0KDBOLIDDA - Bold,0.19658,0.65329,0.95128
0KDBOLIDDA - Bold,0.22507,0.6581,0.68654
0KDBOLIDDA - Bold,0.18896,0.64552,0.70438
0KDBOLIDDA - Bold,0.22115,0.61877,0.65278
0KDBOLIDDA - Bold,0.14872,0.49089,0.625
0KDBOLIDDA - Bold,0.15201,0.59069,0.69213
0KDBOLIDDA - Bold,0.21673,0.60544,0.64873
0KDBOLIDDA - Bold,0.2265,0.66256,0.63178
0KDBOLIDDA - Bold,0.23077,0.61712,0.72083
0KDBOLIDDA - Bold,0.22863,0.60363,0.77586
0KDBOLIDDA - Bold,0.16068,0.56821,0.66389
0KDBOLIDDA - Bold,0.14957,0.55767,0.66667
0KDBOLIDDA - Bold,0.18376,0.5542,0.69667
0KDBOLIDDA - Bold,0.21368,0.59418,0.71405
0KDBOLIDDA - Bold,0.15214,0.57944,0.70894
0KDBOLIDDA - Bold,0.20598,0.6074,0.69729
0KDBOLIDDA - Bold,0.42949,0.59871,0.68269
0KDBOLIDDA - Bold,0.22365,0.67095,0.70722
0KDBOLIDDA - Bold,0.18896,0.6675,0.80715
0KDBOLIDDA - Bold,0.14957,0.57402,0.70994
0KDBOLIDDA - Bold,0.19414,0.63283,0.68172
0KDBOLIDDA - Bold,0.22564,0.60354,0.79534
0KDBOLIDDA - Bold,0.16667,0.58764,0.67233
0KDBOLIDDA - Bold,0.19753,0.63553,0.64139
0KDBOLIDDA - Bold,0.17664,0.50745,0.53426
0KDBOLIDDA - Bold,0.16453,0.57801,0.70259
0KDBOLIDDA - Bold,0.15705,0.60238,0.71389
0KDBOLIDDA - Bold,0.19457,0.57808,0.63594
0KDBOLIDDA - Bold,0.23162,0.66283,0.68257
0KDBOLIDDA - Bold,0.12821,0.55648,0.6124
0KDBOLIDDA - Bold,0.16667,0.61208,0.69492
0KDBOLIDDA - Bold,0.19658,0.59167,0.92105
0KDBOLIDDA - Bold,0.16239,0.53943,0.67708
0KDBOLIDDA - Bold,0.24573,0.69454,0.62121
0KDBOLIDDA - Bold,0.20879,0.69106,0.63636
0KDBOLIDDA - Bold,0.23846,0.56616,0.65854
0KDBOLIDDA - Bold,0.20588,0.61145,0.64548
0KDBOLIDDA - Bold,0.19872,0.56455,0.73534
0KDBOLIDDA - Bold,0.20253,0.62154,0.6433
0KDBOLIDDA - Bold,0.16571,0.51074,0.69988
0KDBOLIDDA - Bold,0.1592,0.56913,0.72415
0KDBOLIDDA - Bold,0.13165,0.5909,0.6917
0KDBOLIDDA - Bold,0.22911,0.5746,0.69949
0KDBOLIDDA - Bold,0.19711,0.62091,0.63839
0KDBOLIDDA - Bold,0.22468,0.64267,0.67391
0KDBOLIDDA - Bold,0.16139,0.45097,0.61087
0KDBOLIDDA - Bold,0.27426,0.5825,0.78019
0KDBOLIDDA - Bold,0.15934,0.67733,0.67785
0KDBOLIDDA - Bold,0.15237,0.56875,0.71374
0KDBOLIDDA - Bold,0.27564,0.54519,0.68571
0KDBOLIDDA - Bold,0.16239,0.5942,0.79348
0KDBOLIDDA - Bold,0.17674,0.65215,0.6965
0KDBOLIDDA - Bold,0.24359,0.6848,0.66071
0KDBOLIDDA - Bold,0.25641,0.56625,0.64583
0KDBOLIDDA - Bold,0.26667,0.64677,0.68367
0KDBOLIDDA - Bold,0.27885,0.58368,0.74713
0KDBOLIDDA - Bold,0.19409,0.65735,0.72935
0KDBOLIDDA - Bold,0.17963,0.58661,0.67391
0KDBOLIDDA - Bold,0.1955,0.54276,0.732
0KDBOLIDDA - Bold,0.17932,0.57555,0.65086
0KDBOLIDDA - Bold,0.19316,0.60601,0.65716
0KDBOLIDDA - Bold,0.1097,0.60831,0.71894
0KDBOLIDDA - Bold,0.17837,0.66879,0.71739
0KDBOLIDDA - Bold,0.22152,0.62807,0.6971
0KDBOLIDDA - Bold,0.19778,0.64373,0.67754
0KDBOLIDDA - Bold,0.25949,0.60759,0.74761
0KDBOLIDDA - Bold,0.17491,0.60656,0.73439
0KDBOLIDDA - Bold,0.22025,0.5388,0.75652
0KDBOLIDDA - Bold,0.21835,0.62213,0.75877
0KDBOLIDDA - Bold,0.16561,0.54086,0.77377
0KDBOLIDDA - Bold,0.21519,0.56679,0.81092
0KDBOLIDDA - Bold,0.13418,0.5528,0.65435
0KDBOLIDDA - Bold,0.20759,0.55996,0.67277
0KDBOLIDDA - Bold,0.25916,0.6327,0.71417
0KDBOLIDDA - Bold,0.28205,0.54427,0.70711
0KDBOLIDDA - Bold,0.29231,0.63676,0.71682
0KDBOLIDDA - Bold,0.22222,0.57253,0.65114
0KDBOLIDDA - Bold,0.22436,0.59375,0.70935
0KDBOLIDDA - Bold,0.20353,0.64203,0.64052
0KDBOLIDDA - Bold,0.2735,0.54693,0.65476
0KDBOLIDDA - Bold,0.15705,0.55851,0.65625
0KDBOLIDDA - Bold,0.22009,0.68051,0.69575
0KDBOLIDDA - Bold,0.24786,0.60119,0.73851
0KDBOLIDDA - Bold,0.15385,0.51082,0.69965
0KDBOLIDDA - Bold,0.19231,0.62201,0.76016
0KDBOLIDDA - Bold,0.14209,0.61295,0.61229
0KDBOLIDDA - Bold,0.1845,0.64957,0.70423
0KDBOLIDDA - Bold,0.18269,0.61337,0.67678
0KDBOLIDDA - Bold,0.50641,0.62775,0.79167
0KDBOLIDDA - Bold,0.15089,0.5818,0.5534
0KDBOLIDDA - Bold,0.15587,0.64872,0.67031
0KDBOLIDDA - Bold,0.15779,0.61648,0.67222
0KDBOLIDDA - Bold,0.20833,0.67442,0.68017
0KDBOLIDDA - Bold,0.1859,0.40774,0.62963
0KDBOLIDDA - Bold,0.17521,0.51441,0.66159
0KDBOLIDDA - Bold,0.21635,0.6422,0.66132
0KDBOLIDDA - Bold,0.20769,0.61708,0.70595
0KDBOLIDDA - Bold,0.16026,0.54737,0.6369
0KDBOLIDDA - Bold,0.21795,0.60156,0.64667
0KDBOLIDDA - Bold,0.18397,0.58788,0.65
0KDBOLIDDA - Bold,0.25641,0.64615,0.72774
0KDBOLIDDA - Bold,0.14103,0.6257,0.60759
0KDBOLIDDA - Bold,0.23193,0.59244,0.73016
0KDBOLIDDA - Bold,0.15568,0.54419,0.61728
0KDBOLIDDA - Bold,0.19744,0.56094,0.68023
0KDBOLIDDA - Bold,0.13766,0.69015,0.76425
0KDBOLIDDA - Bold,0.24051,0.62055,0.71199
0KDBOLIDDA - Bold,0.11181,0.4929,0.67361
0KDBOLIDDA - Bold,0.18793,0.63521,0.71498
0KDBOLIDDA - Bold,0.16772,0.59675,0.66649
0KDBOLIDDA - Bold,0.11392,0.5076,0.64493
0KDBOLIDDA - Bold,0.20095,0.71038,0.90089
0KDBOLIDDA - Bold,0.21772,0.56956,0.67318
0KDBOLIDDA - Bold,0.23022,0.5647,0.69604
0KDBOLIDDA - Bold,0.20095,0.70385,0.82899
0KDBOLIDDA - Bold,0.1519,0.61858,0.78494
0KDBOLIDDA - Bold,0.17722,0.58278,0.69324
0KDBOLIDDA - Bold,0.11814,0.54167,0.72968
0KDBOLIDDA - Bold,0.19678,0.60681,0.67105
0KDBOLIDDA - Bold,0.19873,0.66985,0.74483
0KDBOLIDDA - Bold,0.18132,0.61766,0.67124
0KDBOLIDDA - Bold,0.23669,0.63258,0.71677
0KDBOLIDDA - Bold,0.13385,0.56756,0.65667
0KDBOLIDDA - Bold,0.2381,0.57405,0.70427
0KDBOLIDDA - Bold,0.50641,0.58248,0.63333
0KDBOLIDDA - Bold,0.28205,0.54818,0.72778
0KDBOLIDDA - Bold,0.30449,0.56281,0.64254
0KDBOLIDDA - Bold,0.18109,0.6034,0.67292
0KDBOLIDDA - Bold,0.20833,0.63324,0.64417
0KDBOLIDDA - Bold,0.15705,0.59486,0.63377
0KDBOLIDDA - Bold,0.22436,0.5946,0.66765
0KDBOLIDDA - Bold,0.18691,0.53577,0.60473
0KDBOLIDDA - Bold,0.21795,0.5999,0.65144
0KDBOLIDDA - Bold,0.23647,0.6138,0.69203
0KDBOLIDDA - Bold,0.13511,0.56259,0.70238
0KDMANEL,0.12,0.30087,0.28205
0KDMANEL,0.13333,0.35095,0.26164
0KDMANEL,0.12963,0.32107,0.3617
0KDMANEL,0.12,0.33931,0.27027
0KDMANEL,0.11569,0.31281,0.29302
0KDMANEL,0.10256,0.3348,0.3
0KDMANEL,0.15,0.32542,0.30788
0KDMANEL,0.11111,0.32539,0.33896
0KDMANEL,0.12778,0.33606,0.30303
0KDMANEL,0.12222,0.32099,0.31692
0KDMANEL,0.12778,0.33606,0.30303
0KDMANEL,0.11818,0.30727,0.29853
0KDMANEL,0.10333,0.31191,0.27922
0KDMANEL,0.12097,0.34152,0.3157
0KDMANEL,0.1371,0.33487,0.30536
0KDMANEL,0.13333,0.32293,0.28077
0KDMANEL,0.1349,0.34336,0.29752
0KDMANEL,0.12903,0.25727,0.26877
0KDMANEL,0.10645,0.26152,0.26696
0KDMANEL,0.125,0.32828,0.29326
0KDMANEL,0.10645,0.28633,0.28217
0KDMANEL,0.08871,0.27706,0.23182
0KDMANEL,0.13548,0.36022,0.31587
0KDMANEL,0.12545,0.31854,0.3617
0KDMANEL,0.11521,0.33074,0.32802
0KDMANEL,0.11559,0.33626,0.32705
0KDMANEL,0.15207,0.33834,0.35977
0KDMANEL,0.13043,0.32971,0.31858
0KDMANEL,0.1349,0.33582,0.28364
0KDMANEL,0.10036,0.3011,0.3073
0KDMANEL,0.096774,0.29055,0.36
0KDMANEL,0.15591,0.33284,0.27273
0KDMANEL,0.14286,0.30536,0.32025
0KDMANEL,0.11885,0.31553,0.31515
0KDMANEL,0.1261,0.35678,0.32208
0KDMANEL,0.13364,0.34803,0.34249
0KDMANEL,0.11954,0.34352,0.30076
0KDMANEL,0.12323,0.33312,0.30138
0KDMANEL,0.11389,0.30668,0.30955
0KDMANEL,0.10333,0.32019,0.27922
0KDMANEL,0.10833,0.34641,0.2704
0KDMANEL,0.15,0.33058,0.29726
0KDMANEL,0.12,0.34416,0.27027
0KDMANEL,0.11667,0.32061,0.30352
0KDMANEL,0.23333,0.2697,0.43182
0KDMANEL,0.10714,0.31703,0.28355
0KDMANEL,0.14167,0.23816,0.26573
0KDMANEL,0.11754,0.30392,0.30579
0KDMANEL,0.12727,0.33912,0.24378
0KDMANEL,0.14,0.39103,0.25962
0KDMANEL,1.75,0.4881,0.66667
0KDMANEL,0.13333,0.33884,0.32938
0KDMANEL,0.1,0.29885,0.29175
0KDMANEL,0.13333,0.24738,0.26877
0KDMANEL,0.12889,0.31155,0.28235
0KDMANEL,0.11333,0.31432,0.32702
0KDMANEL,0.14444,0.31276,0.33462
0KDMANEL,0.11389,0.30668,0.30955
0KDMANEL,0.13333,0.31954,0.24531
0KDMANEL,0.14386,0.34336,0.32191
0KDMANEL,0.10833,0.26494,0.27273
0KDMANEL,0.18333,0.33424,0.32258
0KDMANEL,0.14333,0.33128,0.2861
0KDMANEL,0.13,0.33952,0.26786
0KDMANEL,0.11333,0.34839,0.33697
0KDMANEL,0.13509,0.33706,0.29091
0KDMANEL,0.12333,0.33766,0.33109
0KDMANEL,0.14167,0.24156,0.26573
0KDMANEL,0.10222,0.31576,0.27045
0KDMANEL,0.10952,0.30281,0.27476
