label,linewidth,density,lineheight,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C99
0KDMANEL,0.13889,0.32735,0.35198,0.538734,0.610886,0.728436,0.778484,0.859454,0.834551,0.650258,0.852863,0.762166,0.484499,0.612525,0.563865,0.45561,0.492936,0.700938,0.485823
0KDMANEL,0.30962,0.39444,0.608,0.625638,0.57808,0.802418,0.859473,0.841684,0.791638,0.665122,0.860515,0.863852,0.517775,0.575528,0.724854,0.505814,0.548228,0.681771,0.698658
0KDMANEL,0.14583,0.28984,0.2375,0.627028,0.530334,0.736015,0.763146,0.752996,0.662289,0.551562,0.89026,0.866025,0.527709,0.571932,0.643514,0.613665,0.492936,0.705013,0.51892
0KDMANEL,0.27083,0.40121,0.64541,0.613316,0.579653,0.802418,0.834487,0.848606,0.772945,0.684933,0.84418,0.847988,0.471303,0.660474,0.754674,0.494071,0.529857,0.686538,0.530074
0KDMANEL,0.2625,0.38758,0.65504,0.558822,0.596123,0.795467,0.827698,0.848606,0.83879,0.715079,0.831099,0.731994,0.503405,0.660474,0.740252,0.521368,0.529857,0.668742,0.596679
0KDMANEL,0.15227,0.33245,0.24583,0.63994,0.520542,0.693254,0.865642,0.761046,0.801307,0.596559,0.76152,0.792593,0.485898,0.531216,0.638536,0.54749,0.490334,0.63794,0.591943
0KDMANEL,0.12083,0.26601,0.31378,0.474613,0.57808,0.681493,0.785059,0.782881,0.888282,0.541456,0.756881,0.739477,0.475371,0.555093,0.60129,0.398326,0.547059,0.718092,0.568724
0KDMANEL,0.13214,0.31515,0.29266,0.562671,0.57808,0.676697,0.887734,0.566086,0.78773,0.560966,0.850925,0.760979,0.42927,0.608726,0.558837,0.417164,0.497992,0.710494,0.495123
0KDMANEL,0.30625,0.34163,0.58427,0.539229,0.596123,0.823628,0.776794,0.848606,0.897432,0.674384,0.854112,0.686087,0.479686,0.663797,0.766456,0.505814,0.548228,0.686683,0.693669
0KDMANEL,0.12625,0.30127,0.25849,0.613319,0.610886,0.850023,0.703767,0.808238,0.823063,0.60354,0.893002,0.801277,0.491842,0.66814,0.654024,0.493136,0.543908,0.747452,0.60025
0KDMANEL,0.1625,0.22462,0.38942,0.478148,0.492439,0.577651,0.78016,0.700169,0.788535,0.762902,0.616025,0.721432,0.625992,0.566347,0.778623,0.460358,0.530557,0.588158,0.685225
0KDMANEL,0.15,0.39518,0.17055,0.555314,0.596123,0.710669,0.828625,0.865197,0.736551,0.665122,0.823202,0.698796,0.485755,0.565343,0.559584,0.458292,0.509314,0.636209,0.602123
0KDMANEL,0.13571,0.29547,0.30134,0.64547,0.57808,0.725542,0.771937,0.627518,0.840895,0.587147,0.865131,0.770103,0.445048,0.635647,0.570168,0.449115,0.523652,0.712328,0.556297
0KDMANEL,0.11447,0.29318,0.24825,0.582416,0.596123,0.737824,0.707804,0.775627,0.793562,0.610368,0.850925,0.791155,0.457664,0.604623,0.559584,0.467908,0.541962,0.710494,0.561882
0KDMANEL,0.11042,0.36669,0.28175,0.638458,0.57808,0.777913,0.672017,0.759074,0.671083,0.507605,0.662336,0.775841,0.539164,0.56604,0.639999,0.498246,0.529203,0.666012,0.517288
0KDMANEL,0.20313,0.39024,0.34202,0.543266,0.470515,0.674497,0.8047,0.628775,0.780206,0.686707,0.598451,0.68313,0.606055,0.466477,0.67109,0.538125,0.514375,0.597614,0.511044
0KDMANEL,0.12812,0.33916,0.26871,0.588651,0.53211,0.70448,0.859629,0.745827,0.589743,0.579452,0.85664,0.800641,0.53064,0.553699,0.678168,0.523747,0.57004,0.698928,0.523065
0KDMANEL,0.12614,0.33432,0.31617,0.528364,0.596123,0.729537,0.811683,0.773806,0.811942,0.616902,0.863412,0.771248,0.497002,0.583763,0.582138,0.47056,0.510295,0.700938,0.529535
0KDMANEL,0.16875,0.33304,0.13902,0.660265,0.596123,0.754912,0.783664,0.825816,0.784087,0.622466,0.859955,0.933482,0.479582,0.525443,0.578946,0.629314,0.512366,0.739416,0.698658
0KDMANEL,0.11742,0.33429,0.28927,0.572416,0.596123,0.794337,0.887734,0.797439,0.781017,0.626961,0.882743,0.822163,0.502081,0.560837,0.614184,0.513719,0.548228,0.741119,0.527262
0KDMANEL,0.125,0.31876,0.31155,0.501333,0.581817,0.755022,0.811937,0.76593,0.655819,0.600578,0.828248,0.661906,0.445048,0.571932,0.614184,0.431532,0.523652,0.649269,0.511271
0KDMANEL,0.13929,0.36577,0.23679,0.670189,0.526051,0.722471,0.71412,0.765168,0.684815,0.608111,0.878539,0.860879,0.54376,0.590061,0.55845,0.594403,0.514419,0.682772,0.672287
0KDMANEL,0.14,0.34519,0.20246,0.606285,0.596123,0.708088,0.83401,0.820113,0.774426,0.599902,0.816466,0.770128,0.485755,0.565343,0.559584,0.469742,0.529857,0.656775,0.602123
0KDMANEL,0.145,0.38678,0.3396,0.550424,0.596123,0.791677,0.761724,0.649251,0.843368,0.531086,0.612539,0.688184,0.512814,0.657327,0.655232,0.573293,0.492936,0.676261,0.492264
0KDMANEL,0.35,0.38603,0.66776,0.633902,0.57808,0.774952,0.815845,0.765239,0.835422,0.672675,0.878539,0.857696,0.507416,0.660311,0.55845,0.560903,0.505733,0.681771,0.531512
0KDMANEL,0.275,0.31783,0.30797,0.46871,0.51379,0.636469,0.372402,0.684858,0.556145,0.528612,0.564472,0.450104,0.417219,0.622975,0.484072,0.408329,0.479729,0.520523,0.519104
0KDMANEL,0.16875,0.30483,0.18986,0.604437,0.57808,0.788574,0.834021,0.818427,0.808251,0.660636,0.784414,0.828617,0.581005,0.518029,0.667525,0.578207,0.629532,0.728869,0.536455
0KDMANEL,0.115,0.25217,0.27207,0.46123,0.520542,0.65372,0.591187,0.572607,0.560879,0.510926,0.728804,0.653907,0.436548,0.590574,0.60129,0.38978,0.543908,0.587452,0.673503
0KDMANEL,0.11579,0.31392,0.29464,0.650492,0.596123,0.750189,0.887734,0.766432,0.764972,0.630013,0.862374,0.808494,0.485898,0.619759,0.654024,0.510355,0.494692,0.696932,0.531512
0KDMANEL,0.11364,0.30747,0.30526,0.501333,0.565173,0.763763,0.746009,0.758925,0.815299,0.597294,0.822622,0.821035,0.449831,0.573566,0.56695,0.426733,0.537282,0.730345,0.558013
0KDMANEL,0.15833,0.31438,0.28602,0.570547,0.496109,0.700573,0.818426,0.826153,0.788535,0.79771,0.779321,0.828959,0.514096,0.627858,0.646163,0.61444,0.523259,0.739786,0.586408
0KDMANEL,0.15,0.37569,0.37418,0.61078,0.579653,0.802418,0.787206,0.819368,0.724751,0.68635,0.73722,0.72861,0.469805,0.568147,0.783658,0.4887,0.548228,0.668742,0.530074
0KDMANEL,0.11071,0.35062,0.29426,0.6416,0.596123,0.797579,0.866593,0.7712,0.795159,0.630013,0.875899,0.799524,0.522903,0.604018,0.682965,0.515448,0.51366,0.728869,0.532998
0KDMANEL,0.1975,0.30625,0.65068,0.521595,0.57808,0.802418,0.804466,0.856765,0.89233,0.668643,0.859955,0.75311,0.479686,0.575528,0.724854,0.505814,0.548228,0.686683,0.540371
0KDMANEL,0.15417,0.30197,0.28571,0.462512,0.471765,0.708029,0.811937,0.699419,0.81003,0.544581,0.752636,0.738834,0.478229,0.601454,0.539863,0.401125,0.505065,0.712328,0.441148
0KDMANEL,0.11364,0.30747,0.30526,0.501333,0.565173,0.763763,0.746009,0.758925,0.815299,0.597294,0.822622,0.821035,0.449831,0.573566,0.56695,0.426733,0.537282,0.730345,0.558013
0KDMANEL,0.12917,0.34779,0.22326,0.643387,0.596123,0.736015,0.873516,0.755444,0.708594,0.558707,0.859955,0.732763,0.527709,0.576013,0.60915,0.613665,0.494243,0.676261,0.549204
0KDMANEL,0.10357,0.33269,0.27451,0.592833,0.56626,0.769823,0.701506,0.759074,0.627573,0.6333,0.85569,0.772998,0.468549,0.604018,0.654024,0.482983,0.552637,0.67402,0.53453
0KDMANEL,0.125,0.26242,0.20494,0.492715,0.470515,0.613791,0.851918,0.805084,0.806038,0.591089,0.754861,0.754726,0.444075,0.466233,0.531169,0.541231,0.544493,0.707448,0.604853
0KDMANEL,0.12222,0.34269,0.28393,0.615345,0.58379,0.6587,0.688961,0.75193,0.822472,0.574346,0.806761,0.79302,0.512434,0.627083,0.594038,0.520877,0.561979,0.712611,0.517601
0KDMANEL,0.1575,0.30299,0.79688,0.592261,0.57808,0.688801,0.815203,0.827505,0.758554,0.601876,0.884391,0.859984,0.49447,0.506254,0.723438,0.459067,0.53226,0.69956,0.529535
0KDMANEL,0.22917,0.32895,0.72115,0.61078,0.473047,0.678278,0.802576,0.827505,0.752912,0.594638,0.861201,0.825209,0.446914,0.496416,0.696682,0.459067,0.504135,0.714545,0.525757
0KDMANEL,0.19167,0.31054,0.17949,0.671695,0.463402,0.687255,0.834021,0.795022,0.790443,0.647809,0.784414,0.858324,0.562608,0.535244,0.546177,0.668555,0.544493,0.656033,0.530672
0KDMANEL,0.12083,0.26601,0.31378,0.474613,0.57808,0.681493,0.785059,0.782881,0.888282,0.541456,0.756881,0.739477,0.475371,0.555093,0.60129,0.398326,0.547059,0.718092,0.568724
0KDMANEL,0.098529,0.3253,0.2674,0.586536,0.530874,0.722452,0.783372,0.764111,0.562335,0.6333,0.88728,0.756489,0.487686,0.635647,0.619671,0.458739,0.497992,0.687433,0.515697
0KDMANEL,0.175,0.35508,0.15495,0.569523,0.57808,0.710669,0.793652,0.858084,0.780206,0.668643,0.823202,0.799524,0.485898,0.558234,0.585415,0.475389,0.523259,0.686538,0.698658
0KDMANEL,0.1325,0.26464,0.28095,0.666542,0.57808,0.830822,0.726056,0.856214,0.838177,0.595082,0.883917,0.848821,0.505567,0.634634,0.738449,0.616683,0.512366,0.718092,0.672287
0KDMANEL,0.1375,0.29757,0.39465,0.480791,0.546518,0.589463,0.684702,0.711595,0.624676,0.562196,0.695163,0.611421,0.494981,0.567266,0.681481,0.541231,0.5332,0.637114,0.476335
0KDMANEL,0.22083,0.32915,0.16328,0.661548,0.57808,0.723966,0.799754,0.858084,0.809302,0.662931,0.823202,0.876835,0.493945,0.553069,0.558849,0.60773,0.529857,0.692202,0.698658
0KDMANEL,0.13553,0.31384,0.27083,0.606481,0.610886,0.863054,0.79201,0.827574,0.600568,0.610323,0.903724,0.82146,0.489019,0.638746,0.668179,0.515448,0.543908,0.714687,0.51192
0KDMANEL,0.12222,0.35582,0.25676,0.656966,0.596123,0.712691,0.657865,0.800113,0.779453,0.554627,0.779208,0.771248,0.54133,0.52344,0.539763,0.482983,0.529857,0.690987,0.521539
0KDMANEL,0.26964,0.31,0.12908,0.652973,0.546786,0.802418,0.852532,0.827505,0.786777,0.680726,0.884391,0.940741,0.49447,0.568147,0.738449,0.606838,0.53226,0.753176,0.693669
0KDMANEL,0.19,0.38205,0.31953,0.526383,0.470515,0.742064,0.795466,0.772945,0.836906,0.599731,0.574402,0.767733,0.517329,0.495385,0.60541,0.502543,0.514375,0.698244,0.495074
0KDMANEL,0.15385,0.32489,0.71078,0.588269,0.57808,0.696034,0.815203,0.848606,0.758554,0.623335,0.884391,0.859984,0.49447,0.506254,0.723438,0.459067,0.53226,0.69956,0.529535
0KDMANEL,0.12885,0.30161,0.25641,0.522825,0.57808,0.750189,0.805263,0.820685,0.786303,0.657247,0.883556,0.798965,0.479576,0.525418,0.647295,0.500478,0.541962,0.71743,0.490599
0KDMANEL,0.11,0.36113,0.35849,0.663009,0.585361,0.823628,0.735981,0.803,0.844915,0.594078,0.871459,0.838598,0.496171,0.635647,0.68235,0.550778,0.518409,0.796706,0.568031
0KDMANEL,0.125,0.33738,0.25772,0.657449,0.610886,0.722864,0.732625,0.645751,0.794517,0.617409,0.903724,0.822814,0.497616,0.590061,0.559584,0.557345,0.518104,0.735578,0.556159
0KDMANEL,0.11389,0.33964,0.3354,0.613319,0.585361,0.798747,0.733385,0.626834,0.830808,0.595244,0.871366,0.868972,0.489797,0.635647,0.682332,0.511178,0.472789,0.705013,0.556297
0KDMANEL,0.21,0.2977,0.20238,0.482709,0.482414,0.791321,0.850025,0.688597,0.81894,0.815237,0.756961,0.683736,0.49903,0.512175,0.531169,0.582083,0.474616,0.635161,0.60269
0KDMANEL,0.1625,0.22462,0.38942,0.478148,0.492439,0.577651,0.78016,0.700169,0.788535,0.762902,0.616025,0.721432,0.625992,0.566347,0.778623,0.460358,0.530557,0.588158,0.685225
0KDMANEL,0.11458,0.33427,0.27349,0.611407,0.561284,0.758394,0.707804,0.776853,0.62537,0.494643,0.795211,0.783347,0.501995,0.635647,0.654291,0.495213,0.520715,0.714545,0.495123
0KDMANEL,0.14286,0.35238,0.23629,0.643387,0.499236,0.736015,0.768768,0.748683,0.719447,0.578146,0.877487,0.837345,0.527709,0.523941,0.531169,0.613665,0.454471,0.678591,0.672287
0KDMANEL,0.13889,0.32735,0.35198,0.538734,0.610886,0.728436,0.778484,0.859454,0.834551,0.650258,0.852863,0.762166,0.484499,0.612525,0.563865,0.45561,0.492936,0.700938,0.485823
0KDMANEL,0.14167,0.3662,0.39049,0.625638,0.57808,0.685562,0.772642,0.863849,0.724804,0.617385,0.879149,0.854915,0.566044,0.646221,0.689434,0.457017,0.529857,0.939743,0.527352
0KDMANEL,0.14375,0.36285,0.37376,0.595761,0.579653,0.770813,0.752947,0.705196,0.745203,0.702661,0.814194,0.837459,0.506203,0.718637,0.794955,0.475639,0.512366,0.716875,0.497076
0KDMANEL,0.10625,0.26462,0.26548,0.535106,0.508308,0.736872,0.593885,0.774613,0.568829,0.607106,0.828248,0.676874,0.447639,0.533773,0.543952,0.436343,0.541962,0.650999,0.480021
0KDMANEL,0.35,0.33233,0.18508,0.585267,0.545844,0.774952,0.854266,0.814075,0.802122,0.697062,0.813886,0.810249,0.477852,0.598311,0.842356,0.498751,0.495842,0.628539,0.698658
0KDMANEL,0.15,0.39518,0.17055,0.555314,0.596123,0.710669,0.828625,0.865197,0.736551,0.665122,0.823202,0.698796,0.485755,0.565343,0.559584,0.458292,0.509314,0.636209,0.602123
0KDMANEL,0.11136,0.30421,0.28511,0.572174,0.61019,0.732242,0.710369,0.790945,0.810911,0.558665,0.843252,0.786564,0.49503,0.61695,0.686169,0.482983,0.498527,0.725898,0.605822
0KDMANEL,0.15833,0.31438,0.28602,0.570547,0.496109,0.700573,0.818426,0.826153,0.788535,0.79771,0.779321,0.828959,0.514096,0.627858,0.646163,0.61444,0.523259,0.739786,0.586408
0KDMANEL,0.2,0.2954,0.2069,0.520027,0.482414,0.791321,0.850441,0.736122,0.827493,0.815237,0.756961,0.680998,0.49903,0.512175,0.531169,0.582083,0.474616,0.635161,0.645266
0KDMANEL,0.10938,0.31149,0.25559,0.462512,0.513788,0.709208,0.726812,0.747224,0.772877,0.534442,0.77816,0.814494,0.438254,0.583002,0.60129,0.418901,0.561979,0.735578,0.473137
0KDMANEL,0.1125,0.28361,0.26728,0.522825,0.57808,0.750189,0.789094,0.749763,0.793562,0.561116,0.773551,0.843786,0.479576,0.525418,0.545426,0.467908,0.541962,0.747452,0.525799
0KDMANEL,0.13611,0.32939,0.18228,0.531688,0.482414,0.697292,0.865642,0.789244,0.765334,0.772038,0.754201,0.719636,0.468901,0.561988,0.820977,0.577507,0.509314,0.762066,0.591943
0KDMANEL,0.12045,0.27582,0.24674,0.538787,0.528816,0.755022,0.612516,0.774935,0.575443,0.613633,0.839551,0.785756,0.456271,0.533104,0.658534,0.436343,0.550777,0.714687,0.505974
0KDMANEL,0.14722,0.32678,0.20922,0.666542,0.596123,0.817269,0.726056,0.74362,0.851197,0.572595,0.883662,0.848821,0.503867,0.566883,0.574232,0.62875,0.490779,0.698309,0.54338
0KDMANEL,0.175,0.35508,0.15495,0.569523,0.57808,0.710669,0.793652,0.858084,0.780206,0.668643,0.823202,0.799524,0.485898,0.558234,0.585415,0.475389,0.523259,0.686538,0.698658
0KDMANEL,0.31042,0.36957,0.89744,0.611849,0.561284,0.694879,0.851072,0.714915,0.81354,0.600205,0.769205,0.776558,0.588488,0.531839,0.631329,0.530195,0.492936,0.686297,0.58165
0KDMANEL,0.1375,0.29757,0.39465,0.480791,0.546518,0.589463,0.684702,0.711595,0.624676,0.562196,0.695163,0.611421,0.494981,0.567266,0.681481,0.541231,0.5332,0.637114,0.476335
0KDMANEL,0.12885,0.30161,0.25641,0.522825,0.57808,0.750189,0.805263,0.820685,0.786303,0.657247,0.883556,0.798965,0.479576,0.525418,0.647295,0.500478,0.541962,0.71743,0.490599
0KDMANEL,0.11,0.36113,0.35849,0.663009,0.585361,0.823628,0.735981,0.803,0.844915,0.594078,0.871459,0.838598,0.496171,0.635647,0.68235,0.550778,0.518409,0.796706,0.568031
0KDMANEL,0.13824,0.34007,0.23619,0.633579,0.523982,0.751921,0.752477,0.735314,0.684004,0.554389,0.883917,0.893962,0.519696,0.478076,0.546177,0.603764,0.490779,0.728907,0.523065
0KDMANEL,0.125,0.31562,0.24899,0.658218,0.596123,0.823628,0.785059,0.852308,0.861221,0.618454,0.878539,0.860879,0.503867,0.587252,0.724854,0.62875,0.548228,0.728869,0.549204
0KDMANEL,0.11667,0.3629,0.30141,0.671763,0.596123,0.755022,0.701506,0.776853,0.627573,0.620174,0.85664,0.76928,0.526176,0.579541,0.668341,0.545394,0.51182,0.692202,0.554985
0KDMANEL,0.11458,0.33427,0.27349,0.611407,0.561284,0.758394,0.707804,0.776853,0.62537,0.494643,0.795211,0.783347,0.501995,0.635647,0.654291,0.495213,0.520715,0.714545,0.495123
0KDMANEL,0.1325,0.29531,0.27768,0.58901,0.57808,0.766683,0.880645,0.778301,0.578152,0.554203,0.84992,0.786564,0.479576,0.601454,0.710675,0.481044,0.490949,0.694965,0.530053
0KDMANEL,0.19464,0.31932,0.34316,0.648329,0.494699,0.7204,0.84199,0.789244,0.81354,0.692094,0.77219,0.834937,0.584854,0.546279,0.65437,0.638548,0.509314,0.762066,0.592288
0KDMANEL,0.15,0.34032,0.23545,0.633902,0.509819,0.771397,0.822698,0.763631,0.694222,0.578146,0.877487,0.845539,0.503867,0.523941,0.531169,0.632202,0.483657,0.712328,0.682978
0KDMANEL,0.115,0.25217,0.27207,0.46123,0.520542,0.65372,0.591187,0.572607,0.560879,0.510926,0.728804,0.653907,0.436548,0.590574,0.60129,0.38978,0.543908,0.587452,0.673503
0KDMANEL,0.18289,0.32934,0.24379,0.628656,0.596123,0.761542,0.828625,0.858084,0.891082,0.724202,0.840838,0.868023,0.485898,0.571342,0.89598,0.60773,0.548228,0.698244,0.602123
0KDMANEL,0.1975,0.30625,0.65068,0.521595,0.57808,0.802418,0.804466,0.856765,0.89233,0.668643,0.859955,0.75311,0.479686,0.575528,0.724854,0.505814,0.548228,0.686683,0.540371
0KDMANEL,0.1,0.34255,0.25969,0.652973,0.596123,0.711939,0.701506,0.774935,0.627573,0.550719,0.84417,0.808206,0.53573,0.536056,0.647295,0.560568,0.533642,0.692202,0.525757
0KDMANEL,0.39167,0.4,0.75789,0.480907,0.596182,0.701656,0.733664,0.628775,0.618166,0.513949,0.79746,0.615909,0.476507,0.59057,0.627308,0.473187,0.470179,0.667922,0.496694
0KDMANEL,0.115,0.33832,0.24671,0.666542,0.596123,0.776278,0.791663,0.841569,0.855936,0.639636,0.871459,0.81468,0.503867,0.596398,0.499102,0.62875,0.492936,0.718092,0.577703
0KDMANEL,0.49167,0.36161,0.62245,0.51854,0.57808,0.774952,0.822463,0.788606,0.869746,0.706231,0.834133,0.752156,0.480514,0.664723,0.833897,0.521285,0.537282,0.676261,0.698658
0KDMANEL,0.1225,0.33124,0.26847,0.615409,0.605323,0.748686,0.749299,0.559254,0.553783,0.506171,0.795211,0.719274,0.48731,0.635647,0.654325,0.482899,0.505065,0.736007,0.556159
0KDMANEL,0.1225,0.33124,0.26847,0.615409,0.605323,0.748686,0.749299,0.559254,0.553783,0.506171,0.795211,0.719274,0.48731,0.635647,0.654325,0.482899,0.505065,0.736007,0.556159
0KDMANEL,0.29167,0.40957,0.69079,0.553098,0.578285,0.768221,0.843622,0.765239,0.886147,0.667463,0.816938,0.715858,0.53753,0.660311,0.582138,0.578005,0.479729,0.666094,0.516652
0KDMANEL,0.25714,0.30354,0.12754,0.663876,0.482414,0.67932,0.852532,0.812195,0.863892,0.656756,0.727095,0.841121,0.503803,0.535244,0.53371,0.668555,0.544493,0.678591,0.581197
0KDMANEL,0.16905,0.33949,0.26466,0.663876,0.507398,0.717937,0.838765,0.790056,0.80442,0.674198,0.764182,0.830971,0.520919,0.546279,0.651364,0.640387,0.509314,0.762066,0.586758
0KDMANEL,0.11875,0.3281,0.34174,0.483985,0.57808,0.689977,0.76216,0.627518,0.834551,0.596641,0.865313,0.747295,0.425893,0.635647,0.639548,0.458286,0.473922,0.762018,0.492088
0KDMANEL,0.275,0.31783,0.30797,0.46871,0.51379,0.636469,0.372402,0.684858,0.556145,0.528612,0.564472,0.450104,0.417219,0.622975,0.484072,0.408329,0.479729,0.520523,0.519104
0KDMANEL,0.11136,0.30421,0.28511,0.572174,0.61019,0.732242,0.710369,0.790945,0.810911,0.558665,0.843252,0.786564,0.49503,0.61695,0.686169,0.482983,0.498527,0.725898,0.605822
0KDMANEL,0.285,0.35086,0.65,0.643442,0.57808,0.678278,0.825141,0.750324,0.860328,0.572725,0.872723,0.863852,0.524832,0.635869,0.519472,0.464562,0.514375,0.718092,0.579182
0KDMANEL,0.125,0.32534,0.28672,0.649951,0.5605,0.691023,0.627665,0.721431,0.645948,0.541216,0.728804,0.692154,0.54376,0.635647,0.626232,0.564309,0.512366,0.762837,0.467309
0KDMANEL,0.10417,0.33233,0.26276,0.501025,0.596123,0.683572,0.72153,0.588984,0.771998,0.547801,0.783725,0.783711,0.436296,0.604018,0.582138,0.462921,0.492936,0.687433,0.505043
0KDMANEL,0.10714,0.34321,0.19,0.553024,0.596123,0.710669,0.850025,0.849505,0.757498,0.631046,0.847575,0.874486,0.485755,0.562654,0.693206,0.452556,0.496346,0.767193,0.602123
0KDMANEL,0.11,0.34337,0.27521,0.622593,0.577732,0.722452,0.597395,0.752735,0.638197,0.6333,0.85569,0.722944,0.522903,0.605078,0.582138,0.516159,0.494692,0.661544,0.485823
0KDMANEL,0.12778,0.34582,0.31186,0.668796,0.57808,0.753623,0.821229,0.828447,0.833388,0.600089,0.871459,0.873865,0.507311,0.604018,0.621738,0.55184,0.527828,0.731199,0.572395
